Accession	Name	Description
ARO:3000017	OXA beta-lactamase	OXA beta-lactamases were long recognized as a less common but also plasmid-mediated beta-lactamase variety that could hydrolyze oxacillin and related anti-staphylococcal penicillins. These beta-lactamases differ from the TEM and SHV enzymes in that they belong to molecular class D and functional group 2d. The OXA-type beta-lactamases confer resistance to ampicillin and cephalothin and are characterized by their high hydrolytic activity against oxacillin and cloxacillin and the fact that they are poorly inhibited by clavulanic acid. Amino acid substitutions in OXA enzymes can also give the ESBL phenotype. The OXA beta-lactamase family was originally created as a phenotypic rather than a genotypic group for a few beta-lactamases that had a specific hydrolysis profile. Therefore, there is as little as 20% sequence homology among some of the members of this family. However, recent additions to this family show some degree of homology to one or more of the existing members of the OXA beta-lactamase family. Some confer resistance predominantly to ceftazidime, but OXA-17 confers greater resistance to cefotaxime and cefepime than it does resistance to ceftazidime.
ARO:3000018	IMI beta-lactamase	IMI beta-lactamases are a group of TEM-1-like beta-lactamase that are known to hydrolyze imipenem. IMI beta-lactamases are inhibited by clavulanic acid and tazobactam.
ARO:3000020	IMP beta-lactamase	Plasmid mediated IMP-type carbapenemases, of which at least 26 varieties are currently known, became established in Japan in the 1990s in enteric gram-negative organisms, Pseudomonas and Acinetobacter species. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.
ARO:3000021	VIM beta-lactamase	The Verone integron-encoded metallo-beta-lactamase (VIM) family was reported from Italy in 1999. There are, to date, 23 reported variants.  VIM enzymes mostly occur in P. aeruginosa, also P. putida and, very rarely, Enterobacteriaceae. Integron-associated, sometimes within plasmids. Hydrolyses all beta-lactams except monobactams, and evades all beta-lactam inhibitors.  There is a strong incidence of these in East Asia.
ARO:3000022	ristocetin	Ristocetin is a glycopeptide antibiotic similar to vancomycin but positively charged. It is not used clinically because it induces platelet agglutination.
ARO:3000023	aminocoumarin sensitive parE	Subunit of the topoisomerase IV sensitive to aminocoumarins
ARO:3000024	patA	PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.
ARO:3000025	patB	PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..
ARO:3000026	mepA	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance, while it has also been shown to decrease tigecycline susceptibility.
ARO:3000027	emrA	EmrA is a membrane fusion protein, providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli, a Gram-negative bacterium.
ARO:3000032	MIC	Minimum inhibitory concentration (MIC), in microbiology, is the lowest concentration of an antimicrobial that will inhibit the visible growth of a microorganism after overnight incubation.
ARO:3000034	nucleoside antibiotic	Nucleoside antibiotics are made of modified nucleosides and nucleotides with wide-ranging activities and means of antibacterial effects. This drug class includes aminonucleoside antibiotics, which contain an amino group.
ARO:3000035	lipopeptide antibiotic	Lipopeptide antibiotics are aliphatic, with their hydrophobic components interacting with the bacterial cell membrane.
ARO:3000036	tetracycline inactivation enzyme	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline derivatives. Hydroxylation inactivates tetracycline-like antibiotics, thus conferring resistance to these compounds.
ARO:3000037	Pfam-HMM	The Pfam database is a large collection of protein families, each represented by multiple sequence alignments and hidden Markov models (HMMs). A hidden Markov model (HMM) is a statistical model in which the system being modeled is assumed to be a Markov process with unobserved state. A HMM can be considered as the simplest dynamic Bayesian network.  Protein domain HMMs are used to model protein domains for both protein annotation and detection.  HMMs are used by CARD as tools for annotation of proteins.
ARO:3000039	RegEx	Regular expressions, also referred to as regex or regexp, provide a concise and flexible means for matching strings of text, such as particular characters, words, or patterns of characters.  Annotation regular expression are used by CARD to assign ontology terms to genes, proteins, or other genomic features based on their text descriptions and annotations.
ARO:3000040	hydrolysis of antibiotic conferring resistance	Hydrolysis of an antibiotic molecule to confer resistance.
ARO:3000041	Anti-RegEx	Regular expressions, also referred to as regex or regexp, provide a concise and flexible means for matching strings of text, such as particular characters, words, or patterns of characters. Annotation regular expression are used by CARD to assign ontology terms to genes, proteins, or other genomic features based on their text descriptions and annotations.  Annotation exclusion regular expression (Anti-RegEx) define matches to annotation regular expressions that should not be considered for assignment of an ontology term.
ARO:3000042	beta-lactamase inhibitor	Antibiotic adjuvants shown to inhibit the action of a beta-lactamase enzyme or enhance the ability of a beta-lactam antibiotic. These compounds are used along with antibiotics to treat beta-lactam-resistant infectious pathogens.
ARO:3000043	VEB beta-lactamase	VEB beta-lactamases or Vietnamese extended-spectrum beta-lactamases are class A beta-lactamases that confer high-level resistance to oxyimino cephalosporins and to aztreonam
ARO:3000044	CARD-HMM	Custom polypeptide hidden Markov models (HMMs) developed by CARD for protein annotation (as opposed to HMMs available in the Pfam database). A hidden Markov model (HMM) is a statistical model in which the system being modeled is assumed to be a Markov process with unobserved state. A HMM can be considered as the simplest dynamic Bayesian network. Protein domain HMMs are used to model protein domains for both protein annotation and detection. CARD HMMs are associated with curator determined bit-score cut-offs for accurate identification and annotation of proteins.
ARO:3000045	component of AMR phenotype terminology	A collection of curated phenotypic terms relating to antibiotic resistance and the Comprehensive Antibiotic Resistance Database.
ARO:3000050	tetracycline antibiotic	These antibiotics are derived from tetracycline, a polyketide antibiotic that inhibits the 30S subunit of bacterial ribosomes.
ARO:3000051	serovar	A serotype or serovar is a group of microorganisms, viruses, or cells classified together based on their cell surface antigens.
ARO:3000052	determinant of phenicol resistance	Enzymes, other proteins or other gene products shown clinically to confer resistance to phenicol (chloramphenicol) antibiotics. These include chloramphenicol acetyltransferase (CAT) enzymes, which are found in a large number of species.
ARO:3000053	peptide antibiotic	Peptide antibiotics have a wide range of antibacterial mechanisms, depending on the amino acids that make up the antibiotic, although most act to disrupt the cell membrane in some manner. Subclasses of peptide antibiotics can include additional sidechains of other types, such as lipids in the case of the lipopeptide antibiotics.
ARO:3000054	acridine dye	Acridine dyes are cell permeable, basic molecules with an acridine chromophore. These compounds intercalate DNA. The image shown represents the core structure of the acridine family, with specific dyes containing varying substituents.
ARO:3000055	SME beta-lactamase	SME beta-lactamases are chromosome-mediated class A beta-lactamases that hydrolyze carbapenems in Serratia marcescens.
ARO:3000056	PER beta-lactamase	PER beta-lactamases are plasmid-mediated extended spectrum beta-lactamases found in the Enterobacteriaceae family.
ARO:3000057	NDM beta-lactamase	NDM beta-lactamases or New Delhi metallo-beta-lactamases are class B beta-lactamases that confer resistance to a broad range of antibiotics including carbapenems, cephalosporins and penicillins.
ARO:3000058	MIR beta-lactamase	MIR beta-lactamases are plasmid-mediated beta-lactamases that confer resistance to oxyimino- and alpha-methoxy beta-lactams
